"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Présence d'un internet","Nombre de couvert ","Nombre de lit","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de création de la fiche installation","Date de mise à jour de la fiche installation"
"Anse De Toulin","441350014","Pouliguen","44135","44510","","","Passage Saint Joseph","[ 47.276372 , -2.431336]","-2.431336","47.276372","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2009-01-28 00:00:00.000","2015-10-16 00:00:00.000"
"Port De Plaisance Pointe Saint Gildas","441360001","Préfailles","44136","44770","","","Pointe Saint Gildas","[ 47.12828 , -2.21613]","-2.21613","47.12828","Oui","Non","Non","NULL","Non","Non","Non","0","0","200","2"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2014-05-19 00:00:00.000"
"Square Michel Debre","441360002","Préfailles","44136","44770","","","Espace Jallais","[ 47.12828 , -2.21613]","-2.21613","47.12828","Non","Oui","Non","NULL","Non","Non","Non","0","0","130","4"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2014-05-19 00:00:00.000"
"Tennis Club Des Amis De Prefailles","441360003","Préfailles","44136","44770","","8","Rue Ste Anne","[ 47.12828 , -2.21613]","-2.21613","47.12828","Oui","Non","Non","6000","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","6","4","2005-10-27 00:00:00.000","2014-10-16 00:00:00.000"
"Circuits De Randonnees","441360004","Préfailles","44136","44470","Grande Plage","","","[ 47.12828 , -2.21613]","-2.21613","47.12828","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","4","4","2005-11-08 00:00:00.000","2014-10-07 00:00:00.000"
"Grande Plage","441360007","Préfailles","44136","44770","Grande Plage","","","[ 47.12828 , -2.21613]","-2.21613","47.12828","Non","Oui","Non","NULL","Non","Non","Non","0","0","100","3"," Non","Non","Non","Non","Non","Non","Non","1","1","2005-11-08 00:00:00.000","2014-05-19 00:00:00.000"
"Plage De L'Anse Du Sud","441360008","Préfailles","44136","44770","","","Rue De L'Anse Du Sud","[ 47.12828 , -2.21613]","-2.21613","47.12828","Non","Oui","Non","NULL","Non","Non","Non","0","0","70","1"," Non","Non","Non","Non","Non","Non","Non","1","1","2005-11-08 00:00:00.000","2014-05-19 00:00:00.000"
"Plage De Port Meleu","441360009","Préfailles","44136","44770","","","Corniche De Port Meleu","[ 47.12828 , -2.21613]","-2.21613","47.12828","Non","Oui","Non","NULL","Non","Non","Non","0","0","6","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-11-08 00:00:00.000","2014-05-19 00:00:00.000"
"Le Soleil De Jade","441360010","Préfailles","44136","44770","Pointe Saint Gildas","","Rue De Préfailles","[ 47.12828 , -2.21613]","-2.21613","47.12828","Non","Oui","Non","11000","Avec logement de gardien","Non","Non","200","160","20","2"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-11-08 00:00:00.000","2014-10-07 00:00:00.000"
"Plateau De La Chapelle","441360014","Préfailles","44136","44770","","","Route De La Pointe St Gildas","[ 47.12828 , -2.21613]","-2.21613","47.12828","Oui","Non","Non","91000","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2010-08-27 00:00:00.000","2014-05-19 00:00:00.000"
"Salle Multisport","441360015","Préfailles","44136","44770","","7B","Rue De La Renaudière","[ 47.12828 , -2.21613]","-2.21613","47.12828","Non","Oui","Non","NULL","Non","Non","Non","0","0","50","1"," Non","Non","Oui","Non","Non","Non","Non","1","1","2014-06-19 00:00:00.000","2014-06-19 00:00:00.000"
"Complexe Sportif","441370001","Prinquiau","44137","44260","","","Rue Du Stade","[ 47.362311 , -2.012008]","-2.012008","47.362311","Non","Oui","Non","NULL","Non","Non","Non","0","0","60","3","Complexe sportif","Non","Oui","Non","Non","Non","Non","9","8","2005-08-02 00:00:00.000","2015-06-23 00:00:00.000"
"Parcours De Sante","441370002","Prinquiau","44137","44260","","","","[ 47.362311 , -2.012008]","-2.012008","47.362311","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2011-11-25 00:00:00.000","2015-06-23 00:00:00.000"
"Salle Polyvalente","441370003","Prinquiau","44137","44260","","","Rue De La Gagnerie","[ 47.362311 , -2.012008]","-2.012008","47.362311","Non","Oui","Non","NULL","Non","Non","Non","0","0","35","1"," Non","Non","Non","Non","Non","Non","Non","1","1","2011-04-01 00:00:00.000","2015-06-23 00:00:00.000"
"Stade Municipal","441380001","Puceul","44138","44390","","","La Bergerie","[ 47.521508 , -1.616806]","-1.616806","47.521508","Oui","Non","Non","15000","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2009-10-08 00:00:00.000"
"Circuits De Randonnees","441380002","Puceul","44138","44390","","","Parking Face Salle Polyvalente","[ 47.521508 , -1.616806]","-1.616806","47.521508","Oui","Non","Non","NULL","Non","Non","Non","0","0","30","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-11-04 00:00:00.000","2009-10-08 00:00:00.000"
"Salle Polyvalente","441380003","Puceul","44138","44390","","","Route D'Abbaretz","[ 47.521508 , -1.616806]","-1.616806","47.521508","Non","Oui","Non","NULL","Non","Non","Non","0","0","30","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-16 00:00:00.000","2014-10-15 00:00:00.000"
"Plan D'Eau De La Rinais","441380004","Puceul","44138","44390","","","Route De La Rinais","[ 47.521508 , -1.616806]","-1.616806","47.521508","Oui","Non","Non","19600","Non","Non","Non","0","0","5","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2008-05-21 00:00:00.000","2014-10-15 00:00:00.000"
"Stade Municipal Henry Rousseau","441390001","Quilly","44139","44750","","","Rue Du Cheval Blanc","[ 47.460883 , -1.953642]","-1.953642","47.460883","Oui","Non","Non","NULL","Non","Non","Non","0","0","40","1"," Non","Non","Non","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2014-05-19 00:00:00.000"
"Espace Quilly","441390003","Quilly","44139","44750","Les Fontenelles","","","[ 47.460883 , -1.953642]","-1.953642","47.460883","Non","Oui","Non","1000000","Avec logement de gardien","Non","Non","200","0","0","0","Base de plein air et/ou de loisirs","Non","Non","Non","Non","Non","Non","4","3","2005-10-24 00:00:00.000","2014-10-15 00:00:00.000"
"Circuit De Randonnee","441390004","Quilly","44139","44750","","","","[ 47.460883 , -1.953642]","-1.953642","47.460883","Oui","Non","Non","NULL","Non","Non","Non","0","0","30","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2005-12-16 00:00:00.000","2014-06-20 00:00:00.000"
"Salle Polyvalente","441390005","Quilly","44139","44750","","","Rue Du Clos Guerrioux","[ 47.460883 , -1.953642]","-1.953642","47.460883","Non","Oui","Non","NULL","Non","Non","Non","0","0","100","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-05-19 00:00:00.000"
"Stade Municipal","441400001","Regrippière","44140","44330","","","Les Douves","[ 47.180908 , -1.176895]","-1.176895","47.180908","Oui","Non","Non","NULL","Non","Non","Non","0","0","100","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2014-06-11 00:00:00.000"
"Circuits De Randonnees","441400002","Regrippière","44140","44330","","","Rue De La Chapelle Fleurancellerie","[ 47.180908 , -1.176895]","-1.176895","47.180908","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-12-19 00:00:00.000","2014-06-11 00:00:00.000"
"Terrains De Petanque","441400003","Regrippière","44140","44330","","","Place Saint Joseph","[ 47.180908 , -1.176895]","-1.176895","47.180908","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","1","2005-12-19 00:00:00.000","2014-06-11 00:00:00.000"
"Plateau Sportif","441400004","Regrippière","44140","44330","","","Rue De L'École","[ 47.180908 , -1.176895]","-1.176895","47.180908","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-06-11 00:00:00.000"
"Salle Polyvalente","441400005","Regrippière","44140","44330","","","Place Saint-Joseph","[ 47.180908 , -1.176895]","-1.176895","47.180908","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-06-11 00:00:00.000"
"Etang Des Douves","441400006","Regrippière","44140","44330","","","","[ 47.180908 , -1.176895]","-1.176895","47.180908","Oui","Non","Non","8000","Non","Non","Non","0","0","150","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-06-11 00:00:00.000"
"Terrains De Sport","441410001","Remaudière","44141","44430","","","","[ 47.237372 , -1.244067]","-1.244067","47.237372","Oui","Non","Non","9600","Non","Non","Non","0","0","10","1"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2014-06-06 00:00:00.000"
"Circuits De Randonnees","441410002","Remaudière","44141","44430","","","Place De L'Église","[ 47.237372 , -1.244067]","-1.244067","47.237372","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-11-28 00:00:00.000","2014-06-06 00:00:00.000"
"Salle Des Loisirs","441410003","Remaudière","44141","44430","","","Rue Olivier De Clisson","[ 47.237372 , -1.244067]","-1.244067","47.237372","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-06-06 00:00:00.000"
"Complexe Arsene Beauchene","441420001","Remouillé","44142","44140","","","Rue De La Bosselle","[ 47.054814 , -1.378154]","-1.378154","47.054814","Non","Oui","Non","15800","Non","Non","Non","0","0","25","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","5","5","2005-08-02 00:00:00.000","2014-06-06 00:00:00.000"
"Salle Polyvalente","441420002","Remouillé","44142","44140","","","Rue Clos Bauchette","[ 47.054814 , -1.378154]","-1.378154","47.054814","Non","Oui","Non","NULL","Non","Non","Non","0","0","10","2"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-06-06 00:00:00.000"
"Espace De La Maine","441420004","Remouillé","44142","44140","","","","[ 47.054814 , -1.378154]","-1.378154","47.054814","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2005-12-19 00:00:00.000","2014-06-06 00:00:00.000"
"Circuits De Randonnee","441420005","Remouillé","44142","44140","","","Place De L'Eglise","[ 47.054814 , -1.378154]","-1.378154","47.054814","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-12-19 00:00:00.000","2014-06-06 00:00:00.000"
"Site D'Ecomard","441420006","Remouillé","44142","44140","Ecomard","","","[ 47.054814 , -1.378154]","-1.378154","47.054814","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2008-03-07 00:00:00.000","2014-06-06 00:00:00.000"
"Les Ecuries De L'Ardrere","441420007","Remouillé","44142","44140","L'Ardrère","","","[ 47.054814 , -1.378154]","-1.378154","47.054814","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","7","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2016-12-29 14:13:27.790","2016-12-29 00:00:00.000"
"Plateau D'Evolution De Ragon","441430001","Rezé","44143","44400","Ragon","","Rue Du Vivier","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","50","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Des Cites Unies","441430002","Rezé","44143","44400","","","Avenue Léon Blum","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0","Complexe sportif","Non","Oui","Oui","Non","Non","Non","3","3","2006-01-13 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Chateau Nord","441430003","Rezé","44143","44403","","","Allée De Provence","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","40","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Chene Creux","441430004","Rezé","44143","44403","","","Avenue Des Landes Belleville","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Sans logement de gardien","Oui","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Sportif Du Port Au Ble","441430005","Rezé","44143","44400","Port Au Blé","1","Boulevard André Malraux","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Non","Non","Non","0","0","3","3","Complexe sportif","Non","Oui","Non","Non","Non","Non","6","5","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Gymnase Roger Salengro","441430006","Rezé","44143","44400","","","Rue Alexandre Huchon","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Stade De La Robiniere","441430007","Rezé","44143","44400","","","Rue De La Robinière","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","110","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","17","9","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Petite Lande","441430008","Rezé","44143","44400","","","Rue Des Déportés","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","108","10","Complexe sportif","Non","Oui","Non","Non","Non","Non","7","6","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Gymnase Lucien Cavalin","441430009","Rezé","44143","44403","","","Rue Des Frères Lumière","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Ouche Dinier","441430010","Rezé","44143","44400","","","Rue Du Parc Ferrant - Rue De L'Ouche Dinier","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","47","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Gymnase Alexandre Plancher","441430011","Rezé","44143","44403","","","Rue Georges Grille - Rue Camille Jouis","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Oui","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Julien Douillard","441430012","Rezé","44143","44403","","","Rue Julien Douillard","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","7","2"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Complexe Leo Lagrange","441430013","Rezé","44143","44403","","","Avenue Léon Blum","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Non","Non","Non","0","0","66","3","Complexe sportif","Non","Oui","Oui","Non","Non","Non","19","11","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Plateau D'Evolution De Trentemoult","441430014","Rezé","44143","44403","Trentemoult","","Place Des Filets","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-08-18 00:00:00.000"
"Le Temple Du Fitness","441430015","Rezé","44143","44400","Rezé","3 Bis","Jean Baptiste Vigier","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Oui","Non","Non","Non","3","3","2005-09-05 00:00:00.000","2016-11-28 00:00:00.000"
"College Sainte Anne","441430017","Rezé","44143","44400","","11","Rue Saint Lupien","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Non","Non","Non","60","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-11-21 00:00:00.000","2016-11-28 00:00:00.000"
"Le Bois De Reze","441430018","Rezé","44143","44400","","","Allée Georges Benezet","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2012-07-20 00:00:00.000","2016-08-18 00:00:00.000"
"Circuits De Randonnee","441430019","Rezé","44143","44400","","","","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Oui","Non","Non","Non","5","5","2005-10-25 00:00:00.000","2016-12-21 00:00:00.000"
"Lycee Jean Perrin","441430022","Rezé","44143","44400","","20","Rue Du Château De Rezé","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Avec logement de gardien","Non","Oui","1500","200","0","0","Etablissement scolaire","Non","Oui","Oui","Non","Non","Non","6","5","2005-10-14 00:00:00.000","2016-11-28 00:00:00.000"
"Lycee Notre Dame","441430023","Rezé","44143","44400","","","Rue Felly Gendron","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Non","Non","Non","800","0","0","0","Etablissement scolaire","Non","Oui","Oui","Non","Non","Non","3","3","2005-10-14 00:00:00.000","2016-11-28 00:00:00.000"
"Academie De Billard","441430024","Rezé","44143","44400","","26","Rue Félix Faure","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-10-14 00:00:00.000","2016-08-18 00:00:00.000"
"Centre Nautique Sevre Et Loire","441430025","Rezé","44143","44400","Trentemoult","","Rue Codet","[ 47.189865 , -1.569849]","-1.569849","47.189865","Oui","Non","Non","NULL","Non","Non","Non","0","0","30","0"," Non","Non","Oui","Non","Non","Oui","Non","1","1","2005-10-14 00:00:00.000","2016-12-20 00:00:00.000"
"Paint Ball Experience","441430026","Rezé","44143","44400","","3","Rue De La Verrerie","[ 47.189865 , -1.569849]","-1.569849","47.189865","Non","Oui","Non","NULL","Non","Non","Non","0","0","40","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-10-14 00:00:00.000","2016-11-28 00:00:00.000"
